moneyness,Delta_Original_MAE,Delta_Corrected_MAE,Delta_MAE_Reduction,Delta_Improved_Fraction,Rho_Original_MAE,Rho_Corrected_MAE,Rho_MAE_Reduction,Rho_Improved_Fraction,Theta_T_Original_MAE,Theta_T_Corrected_MAE,Theta_T_MAE_Reduction,Theta_T_Improved_Fraction,Vega_Original_MAE,Vega_Corrected_MAE,Vega_MAE_Reduction,Vega_Improved_Fraction
0.8,0.0010198419568189603,0.0012104369859598939,-0.18688682875474938,0.3888888888888889,0.1322470488634369,0.1322470488634369,0.0,0.0,0.06492341804637498,0.026844132864991543,0.5865261923545568,0.5,0.49056711264198566,0.07318676244465966,0.8508119265262057,0.6111111111111112
0.9,0.0017430195068726365,0.0015507310620010983,0.11031915828443384,0.3333333333333333,0.06132153255054994,0.06132153255054994,0.0,0.0,0.06509475362678849,0.019492731239831616,0.7005483521515357,0.6666666666666666,0.520785074904051,0.12346800628776972,0.7629194609493803,0.7777777777777778
1.0,0.004182099271621399,0.0009101688474518385,0.78236555654525,1.0,0.2069228940208371,0.2069228940208371,0.0,0.0,0.05569715240735502,0.013489148934430848,0.7578125927197392,0.7777777777777778,0.38206160546335366,0.09086937317828397,0.7621604163336954,0.7222222222222222
1.1,0.004108595286699095,0.0010121996579147323,0.7536385096892938,0.7777777777777778,0.29530229989851264,0.2953022998985088,1.2989609388114332e-14,0.05555555555555555,0.04257326108589402,0.009580000141808903,0.77497612591902,0.7777777777777778,0.2812973394479975,0.07226466715616008,0.7431022017557354,0.6666666666666666
1.2,0.0026342147499292673,0.0013042398014646325,0.5048847853047466,0.5,0.23169162780120228,0.2316916278014454,-1.049382802875698e-12,0.16666666666666666,0.03701063796519763,0.018070973098475576,0.511735703786886,0.6111111111111112,0.26298555720083666,0.12326868869067775,0.5312720211606906,0.6666666666666666
