n,Delta_Original_MAE,Delta_Corrected_MAE,Delta_MAE_Reduction,Delta_Improved_Fraction,Rho_Original_MAE,Rho_Corrected_MAE,Rho_MAE_Reduction,Rho_Improved_Fraction,Theta_T_Original_MAE,Theta_T_Corrected_MAE,Theta_T_MAE_Reduction,Theta_T_Improved_Fraction,Vega_Original_MAE,Vega_Corrected_MAE,Vega_MAE_Reduction,Vega_Improved_Fraction
12,0.0025568910952795455,0.00110655634469365,0.5672258600546027,0.5777777777777777,0.17649858886102815,0.1764985888610252,1.6653345369377348e-14,0.06666666666666667,0.05013176333617848,0.017061965878685855,0.6596575754922073,0.6444444444444445,0.3657954367540427,0.09688211210700269,0.7351467449492946,0.6444444444444445
52,0.0029182172134969973,0.0012885541972232283,0.5584447273960423,0.6222222222222222,0.19449557239278736,0.19449557239288606,-5.073719222536965e-13,0.022222222222222223,0.05598792591646559,0.01792882863312954,0.6797733021959147,0.6888888888888889,0.4092832391092472,0.09634088699601777,0.7646107199364152,0.7333333333333333
