S0,K,moneyness,log_moneyness,r,T,sigma,sigma2,n,inv_n,inv_sqrt_n,option_type,cv_mc_price,cv_mc_se,tw_price,tw_residual,tw_abs_residual,tw_rel_residual,scaled_tw_residual,scaled_tw_abs_residual
90,62.99999999999999,0.7,-0.35667494393873245,0.05,0.25,0.6,0.36,126,0.007936507936507936,0.0890870806374748,call,27.294021280217976,0.0013093941375291655,27.31778277491799,0.02376149470001465,0.02376149470001465,0.0008705750778188331,0.00026401660777794055,0.00026401660777794055
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.1,0.010000000000000002,12,0.08333333333333333,0.2886751345948129,call,18.38082689958472,3.8650953730870955e-05,18.38082614401154,-7.555731791342168e-07,7.555731791342168e-07,-4.1106593477102363e-08,-8.395257545935743e-09,8.395257545935743e-09
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.1,0.010000000000000002,26,0.038461538461538464,0.19611613513818404,call,18.355727119146877,3.832053372311372e-05,18.355736491931168,9.37278429091748e-06,9.37278429091748e-06,5.106190689194066e-07,1.0414204767686088e-07,1.0414204767686088e-07
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.1,0.010000000000000002,52,0.019230769230769232,0.1386750490563073,call,18.3449344194985,3.8059285398172776e-05,18.344985219524407,5.080002590673871e-05,5.080002590673871e-05,2.7691582180170825e-06,5.644447322970968e-07,5.644447322970968e-07
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.1,0.010000000000000002,126,0.007936507936507936,0.0890870806374748,call,18.338679130558166,3.807962282400352e-05,18.33867138167271,-7.74888545507224e-06,7.74888545507224e-06,-4.2254327042344577e-07,-8.609872727858045e-08,8.609872727858045e-08
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.2,0.04000000000000001,12,0.08333333333333333,0.2886751345948129,call,18.380878189782653,0.0001531061565198498,18.380932562718392,5.437293573962165e-05,5.437293573962165e-05,2.958125024181154e-06,6.041437304402406e-07,6.041437304402406e-07
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.2,0.04000000000000001,26,0.038461538461538464,0.19611613513818404,call,18.35578508625222,0.00015121770291324214,18.355799268425905,1.4182173686094757e-05,1.4182173686094757e-05,7.726269194945338e-07,1.5757970762327507e-07,1.5757970762327507e-07
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.2,0.04000000000000001,52,0.019230769230769232,0.1386750490563073,call,18.344995216796928,0.00015151965837446952,18.34503454393827,3.932714134080584e-05,3.932714134080584e-05,2.1437531531650316e-06,4.3696823712006484e-07,4.3696823712006484e-07
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.2,0.04000000000000001,126,0.007936507936507936,0.0890870806374748,call,18.338808246546467,0.00015155750622081478,18.33871399966212,-9.424688434833683e-05,9.424688434833683e-05,-5.139204417281872e-06,-1.0471876038704093e-06,1.0471876038704093e-06
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.3,0.09,12,0.08333333333333333,0.2886751345948129,call,18.393344932598858,0.00033369817441626155,18.39584246574562,0.0024975331467622652,0.0024975331467622652,0.00013578460883076476,2.7750368297358502e-05,2.7750368297358502e-05
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.3,0.09,26,0.038461538461538464,0.19611613513818404,call,18.365320841873828,0.00033167430125667565,18.367145707091307,0.0018248652174790436,0.0018248652174790436,9.936473384762556e-05,2.0276280194211597e-05,2.0276280194211597e-05
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.3,0.09,52,0.019230769230769232,0.1386750490563073,call,18.35301023480599,0.00033035417396857673,18.355054425446532,0.0020441906405430643,0.0020441906405430643,0.0001113817632306613,2.271322933936738e-05,2.271322933936738e-05
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.3,0.09,126,0.007936507936507936,0.0890870806374748,call,18.346058107000975,0.00033286909141555846,18.34800795221689,0.0019498452159147917,0.0019498452159147917,0.00010628142593589182,2.1664946843497685e-05,2.1664946843497685e-05
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.4,0.16000000000000003,12,0.08333333333333333,0.2886751345948129,call,18.48447204035704,0.0005694122012728486,18.498153175939983,0.013681135582942261,0.013681135582942261,0.0007401420799616195,0.00015201261758824734,0.00015201261758824734
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.4,0.16000000000000003,26,0.038461538461538464,0.19611613513818404,call,18.440787619405263,0.0005712148495991294,18.453464807007542,0.01267718760227865,0.01267718760227865,0.0006874536957921705,0.00014085764002531834,0.00014085764002531834
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.4,0.16000000000000003,52,0.019230769230769232,0.1386750490563073,call,18.422395737999214,0.0005644542326196376,18.434948875154735,0.012553137155521199,0.012553137155521199,0.000681406334661908,0.0001394793017280133,0.0001394793017280133
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.4,0.16000000000000003,126,0.007936507936507936,0.0890870806374748,call,18.411847685635212,0.0005648237186079573,18.424251234978204,0.012403549342991482,0.012403549342991482,0.0006736721677677487,0.00013781721492212758,0.00013781721492212758
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.5,0.25,12,0.08333333333333333,0.2886751345948129,call,18.713398383414457,0.0008740072052533276,18.74474197593049,0.031343592516034136,0.031343592516034136,0.0016749278711350325,0.00034826213906704597,0.00034826213906704597
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.5,0.25,26,0.038461538461538464,0.19611613513818404,call,18.63995350949482,0.00085809904718816,18.672705117311445,0.032751607816624784,0.032751607816624784,0.0017570648875246265,0.0003639067535180532,0.0003639067535180532
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.5,0.25,52,0.019230769230769232,0.1386750490563073,call,18.610244780635522,0.0008529412549616504,18.642795406434796,0.03255062579927426,0.03255062579927426,0.0017490702665632905,0.00036167361999193617,0.00036167361999193617
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.5,0.25,126,0.007936507936507936,0.0890870806374748,call,18.593469600740715,0.0008549571598857116,18.62550343138932,0.03203383064860432,0.03203383064860432,0.0017228538479621995,0.00035593145165115916,0.00035593145165115916
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.6,0.36,12,0.08333333333333333,0.2886751345948129,call,19.07480476759849,0.0012271579667857307,19.134354131018128,0.05954936341963801,0.05954936341963801,0.003121885866994132,0.0006616595935515334,0.0006616595935515334
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.6,0.36,26,0.038461538461538464,0.19611613513818404,call,18.967128753759862,0.0011923111816951291,19.02908562985811,0.06195687609824674,0.06195687609824674,0.003266539543364728,0.0006884097344249637,0.0006884097344249637
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.6,0.36,52,0.019230769230769232,0.1386750490563073,call,18.923354181680335,0.001199753088120697,18.985085674526708,0.06173149284637347,0.06173149284637347,0.0032621855646572224,0.0006859054760708163,0.0006859054760708163
90,72.0,0.8,-0.2231435513142097,0.05,0.25,0.6,0.36,126,0.007936507936507936,0.0890870806374748,call,18.896205918401623,0.0011828584590106333,18.959565802814726,0.06335988441310292,0.06335988441310292,0.003353047944476589,0.0007039987157011435,0.0007039987157011435
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.1,0.010000000000000002,12,0.08333333333333333,0.2886751345948129,call,9.49278166795222,3.901498926410034e-05,9.492708278312548,-7.338963967207235e-05,7.338963967207235e-05,-7.731099506884997e-06,-8.154404408008039e-07,8.154404408008039e-07
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.1,0.010000000000000002,26,0.038461538461538464,0.19611613513818404,call,9.467613047615528,3.838283095809784e-05,9.467586923082697,-2.6124532830351654e-05,2.6124532830351654e-05,-2.7593578971767616e-06,-2.902725870039073e-07,2.902725870039073e-07
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.1,0.010000000000000002,52,0.019230769230769232,0.1386750490563073,call,9.45683917348713,3.812548269775905e-05,9.456825572051764,-1.3601435366439318e-05,1.3601435366439318e-05,-1.4382644260856032e-06,-1.5112705962710355e-07,1.5112705962710355e-07
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.1,0.010000000000000002,126,0.007936507936507936,0.0890870806374748,call,9.450467936630664,3.805711378219483e-05,9.45050663233671,3.8695706045643874e-05,3.8695706045643874e-05,4.094580956743597e-06,4.2995228939604307e-07,4.2995228939604307e-07
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.2,0.04000000000000001,12,0.08333333333333333,0.2886751345948129,call,9.55868689060416,0.00013940741782843697,9.562228859058605,0.003541968454443989,0.003541968454443989,0.0003705496889876803,3.9355205049377656e-05,3.9355205049377656e-05
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.2,0.04000000000000001,26,0.038461538461538464,0.19611613513818404,call,9.522828179007867,0.00013928149384618942,9.526172618658384,0.003344439650517117,0.003344439650517117,0.0003512023516175167,3.71604405613013e-05,3.71604405613013e-05
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.2,0.04000000000000001,52,0.019230769230769232,0.1386750490563073,call,9.507583621102166,0.00013904674351468326,9.51104360188104,0.0034599807788744386,0.0034599807788744386,0.00036391799607157603,3.844423087638265e-05,3.844423087638265e-05
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.2,0.04000000000000001,126,0.007936507936507936,0.0890870806374748,call,9.498585392631593,0.00013643891411657026,9.502248765558909,0.0036633729273152227,0.0036633729273152227,0.0003856756323059471,4.0704143636835805e-05,4.0704143636835805e-05
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.3,0.09,12,0.08333333333333333,0.2886751345948129,call,9.901202170445712,0.0002902207378811469,9.915585729615511,0.014383559169798943,0.014383559169798943,0.0014527083602769676,0.00015981732410887714,0.00015981732410887714
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.3,0.09,26,0.038461538461538464,0.19611613513818404,call,9.832586894258206,0.0002880329037077726,9.847465947535225,0.014879053277018883,0.014879053277018883,0.0015132389306122063,0.0001653228141890987,0.0001653228141890987
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.3,0.09,52,0.019230769230769232,0.1386750490563073,call,9.803228204442492,0.0002839910491679727,9.818813811863224,0.015585607420732117,0.015585607420732117,0.0015898443957133679,0.00017317341578591242,0.00017317341578591242
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.3,0.09,126,0.007936507936507936,0.0890870806374748,call,9.786634529129918,0.0002822581182142838,9.802142946235517,0.015508417105598582,0.015508417105598582,0.0015846527281097274,0.000172315745617762,0.000172315745617762
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.4,0.16000000000000003,12,0.08333333333333333,0.2886751345948129,call,10.48705092766764,0.0005015740259760225,10.514675604858898,0.027624677191257163,0.027624677191257163,0.0026341702144666705,0.00030694085768063513,0.00030694085768063513
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.4,0.16000000000000003,26,0.038461538461538464,0.19611613513818404,call,10.377492676206073,0.00048576920811188216,10.408993195619862,0.03150051941378962,0.03150051941378962,0.003035465347618627,0.0003500057712643291,0.0003500057712643291
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.4,0.16000000000000003,52,0.019230769230769232,0.1386750490563073,call,10.332631787973137,0.0004788492180055567,10.364231445487324,0.03159965751418703,0.03159965751418703,0.0030582390007324223,0.0003511073057131892,0.0003511073057131892
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.4,0.16000000000000003,126,0.007936507936507936,0.0890870806374748,call,10.305568801073191,0.00047620902697234244,10.33809790724865,0.03252910617545979,0.03252910617545979,0.003156459075997077,0.0003614345130606643,0.0003614345130606643
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.5,0.25,12,0.08333333333333333,0.2886751345948129,call,11.215093038760651,0.000757839811568057,11.26131921545285,0.04622617669219942,0.04622617669219942,0.004121782720164374,0.0005136241854688824,0.0005136241854688824
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.5,0.25,26,0.038461538461538464,0.19611613513818404,call,11.0697897629797,0.0007446330403196753,11.118171786733026,0.04838202375332479,0.04838202375332479,0.0043706361899597266,0.0005375780417036087,0.0005375780417036087
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.5,0.25,52,0.019230769230769232,0.1386750490563073,call,11.006485062255065,0.0007351777117293755,11.057270051732152,0.050784989477087095,0.050784989477087095,0.004614096979175112,0.0005642776608565232,0.0005642776608565232
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.5,0.25,126,0.007936507936507936,0.0890870806374748,call,10.969292107570437,0.0007263002047704268,11.021633836131553,0.05234172856111563,0.05234172856111563,0.004771659652038264,0.0005815747617901737,0.0005815747617901737
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.6,0.36,12,0.08333333333333333,0.2886751345948129,call,12.029917782168281,0.0011008140662101486,12.09648032113468,0.06656253896639797,0.06656253896639797,0.005533083448422428,0.0007395837662933107,0.0007395837662933107
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.6,0.36,26,0.038461538461538464,0.19611613513818404,call,11.846683397549297,0.001075773140631371,11.916931254213281,0.07024785666398436,0.07024785666398436,0.0059297488002858605,0.0007805317407109374,0.0007805317407109374
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.6,0.36,52,0.019230769230769232,0.1386750490563073,call,11.76756782486314,0.0010505983456157253,11.840330716297398,0.07276289143425885,0.07276289143425885,0.006183341580621406,0.000808476571491765,0.000808476571491765
90,81.0,0.9,-0.10536051565782628,0.05,0.25,0.6,0.36,126,0.007936507936507936,0.0890870806374748,call,11.721000290552784,0.0010354626830985836,11.795446178938365,0.07444588838558097,0.07444588838558097,0.0063514961641614265,0.0008271765376175663,0.0008271765376175663
90,90.0,1.0,0.0,0.05,0.25,0.1,0.010000000000000002,12,0.08333333333333333,0.2886751345948129,call,1.4206618691353232,2.8317617013865267e-05,1.4213374451061833,0.0006755759708600984,0.0006755759708600984,0.00047553607620318784,7.506399676223315e-06,7.506399676223315e-06
90,90.0,1.0,0.0,0.05,0.25,0.1,0.010000000000000002,26,0.038461538461538464,0.19611613513818404,call,1.3722146264454231,2.6852904789488977e-05,1.3729483119845258,0.0007336855391026909,0.0007336855391026909,0.0005346725832555988,8.152061545585454e-06,8.152061545585454e-06
90,90.0,1.0,0.0,0.05,0.25,0.1,0.010000000000000002,52,0.019230769230769232,0.1386750490563073,call,1.35145419251795,2.6810247885988624e-05,1.3521799168305804,0.0007257243126304047,0.0007257243126304047,0.0005369951246947393,8.063603473671163e-06,8.063603473671163e-06
90,90.0,1.0,0.0,0.05,0.25,0.1,0.010000000000000002,126,0.007936507936507936,0.0890870806374748,call,1.3392365280265104,2.6462139634024505e-05,1.3399736262213526,0.000737098194842245,0.000737098194842245,0.0005503868655139118,8.18997994269161e-06,8.18997994269161e-06
90,90.0,1.0,0.0,0.05,0.25,0.2,0.04000000000000001,12,0.08333333333333333,0.2886751345948129,call,2.4989688440477913,0.00010681398284172616,2.5010952350727984,0.0021263910250071127,0.0021263910250071127,0.0008509073772855916,2.3626566944523474e-05,2.3626566944523474e-05
90,90.0,1.0,0.0,0.05,0.25,0.2,0.04000000000000001,26,0.038461538461538464,0.19611613513818404,call,2.4165328107957285,0.00010141598925902357,2.418941743823618,0.0024089330278895815,0.0024089330278895815,0.0009968550880533485,2.676592253210646e-05,2.676592253210646e-05
90,90.0,1.0,0.0,0.05,0.25,0.2,0.04000000000000001,52,0.019230769230769232,0.1386750490563073,call,2.3812902631840456,0.00010046867825603735,2.383667735435817,0.0023774722517715396,0.0023774722517715396,0.0009983966627371999,2.6416358353017107e-05,2.6416358353017107e-05
90,90.0,1.0,0.0,0.05,0.25,0.2,0.04000000000000001,126,0.007936507936507936,0.0890870806374748,call,2.3606043946472406,9.90791604402736e-05,2.362931861753511,0.002327467106270298,0.002327467106270298,0.0009859623711401695,2.5860745625225533e-05,2.5860745625225533e-05
90,90.0,1.0,0.0,0.05,0.25,0.3,0.09,12,0.08333333333333333,0.2886751345948129,call,3.585060350322328,0.0002393160617892337,3.590328143495931,0.0052677931736031525,0.0052677931736031525,0.001469373639171662,5.853103526225725e-05,5.853103526225725e-05
90,90.0,1.0,0.0,0.05,0.25,0.3,0.09,26,0.038461538461538464,0.19611613513818404,call,3.4686996897398505,0.00022848219409967891,3.4740502691297146,0.005350579389864052,0.005350579389864052,0.0015425317463171166,5.9450882109600576e-05,5.9450882109600576e-05
90,90.0,1.0,0.0,0.05,0.25,0.3,0.09,52,0.019230769230769232,0.1386750490563073,call,3.4191632479646215,0.000225201078756936,3.4241164551870553,0.004953207222433864,0.004953207222433864,0.0014486606409864862,5.5035635804820716e-05,5.5035635804820716e-05
90,90.0,1.0,0.0,0.05,0.25,0.3,0.09,126,0.007936507936507936,0.0890870806374748,call,3.3896144090548437,0.00022439060444502258,3.3947604901987427,0.005146081143899028,0.005146081143899028,0.0015181907210897053,5.717867937665587e-05,5.717867937665587e-05
90,90.0,1.0,0.0,0.05,0.25,0.4,0.16000000000000003,12,0.08333333333333333,0.2886751345948129,call,4.672500605175495,0.00043081671665775266,4.682805154817141,0.01030454964164651,0.01030454964164651,0.002205360793368903,0.00011449499601829455,0.00011449499601829455
90,90.0,1.0,0.0,0.05,0.25,0.4,0.16000000000000003,26,0.038461538461538464,0.19611613513818404,call,4.5226040286039755,0.0004148090238675656,4.532423633336904,0.009819604732928866,0.009819604732928866,0.0021712280515435605,0.00010910671925476518,0.00010910671925476518
90,90.0,1.0,0.0,0.05,0.25,0.4,0.16000000000000003,52,0.019230769230769232,0.1386750490563073,call,4.457224998698448,0.0004056082285591146,4.46783802473586,0.010613026037412432,0.010613026037412432,0.0023810837551417165,0.0001179225115268048,0.0001179225115268048
90,90.0,1.0,0.0,0.05,0.25,0.4,0.16000000000000003,126,0.007936507936507936,0.0890870806374748,call,4.41961997450931,0.00040430980041904083,4.429866445824482,0.010246471315172201,0.010246471315172201,0.0023184055132047456,0.00011384968127969112,0.00011384968127969112
90,90.0,1.0,0.0,0.05,0.25,0.5,0.25,12,0.08333333333333333,0.2886751345948129,call,5.758597161538432,0.0006747120453350399,5.777544036101572,0.018946874563139815,0.018946874563139815,0.0032901892651365948,0.00021052082847933126,0.00021052082847933126
90,90.0,1.0,0.0,0.05,0.25,0.5,0.25,26,0.038461538461538464,0.19611613513818404,call,5.574573254683358,0.000656294963107428,5.593192074900788,0.01861882021743,0.01861882021743,0.003339954354674198,0.00020687578019366664,0.00020687578019366664
90,90.0,1.0,0.0,0.05,0.25,0.5,0.25,52,0.019230769230769232,0.1386750490563073,call,5.494440685112285,0.0006393685959766481,5.514010422118111,0.01956973700582587,0.01956973700582587,0.003561734146817155,0.00021744152228695413,0.00021744152228695413
90,90.0,1.0,0.0,0.05,0.25,0.5,0.25,126,0.007936507936507936,0.0890870806374748,call,5.448355228051678,0.000645786139729085,5.467455618629992,0.019100390578313586,0.019100390578313586,0.003505716822569194,0.00021222656198126207,0.00021222656198126207
90,90.0,1.0,0.0,0.05,0.25,0.6,0.36,12,0.08333333333333333,0.2886751345948129,call,6.844390562741417,0.0009989800217461847,6.874442958125821,0.03005239538440385,0.03005239538440385,0.004390806618780507,0.0003339155042711539,0.0003339155042711539
90,90.0,1.0,0.0,0.05,0.25,0.6,0.36,26,0.038461538461538464,0.19611613513818404,call,6.624749394532066,0.0009505105295813833,6.656320901394542,0.031571506862476006,0.031571506862476006,0.004765690742737301,0.00035079452069417785,0.00035079452069417785
90,90.0,1.0,0.0,0.05,0.25,0.6,0.36,52,0.019230769230769232,0.1386750490563073,call,6.531158845724175,0.0009462236272574933,6.56262737917792,0.03146853345374545,0.03146853345374545,0.004818215908857782,0.00034965037170828277,0.00034965037170828277
90,90.0,1.0,0.0,0.05,0.25,0.6,0.36,126,0.007936507936507936,0.0890870806374748,call,6.475422109629102,0.0009434667319320788,6.507538341672139,0.0321162320430366,0.0321162320430366,0.004959712509749599,0.00035684702270040664,0.00035684702270040664
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.1,0.010000000000000002,12,0.08333333333333333,0.2886751345948129,call,0.0017712451399430691,6.745476380700483e-06,0.0016506547675665636,-0.00012059037237650556,0.00012059037237650556,-0.06808226013276826,-1.3398930264056174e-06,1.3398930264056174e-06
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.1,0.010000000000000002,26,0.038461538461538464,0.19611613513818404,call,0.001213585452049329,6.339950556560664e-06,0.001117764403112082,-9.582104893724711e-05,9.582104893724711e-05,-0.07895698549734446,-1.064678321524968e-06,1.064678321524968e-06
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.1,0.010000000000000002,52,0.019230769230769232,0.1386750490563073,call,0.0010275800882474293,5.675114178129633e-06,0.0009354647753754557,-9.211531287197359e-05,9.211531287197359e-05,-0.08964295233579234,-1.023503476355262e-06,1.023503476355262e-06
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.1,0.010000000000000002,126,0.007936507936507936,0.0890870806374748,call,0.0009355700869979833,5.838963664204401e-06,0.0008398084741672404,-9.576161283074295e-05,9.576161283074295e-05,-0.10235642862205936,-1.0640179203415884e-06,1.0640179203415884e-06
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.2,0.04000000000000001,12,0.08333333333333333,0.2886751345948129,call,0.1975578336528718,7.702087770103104e-05,0.19234124870798952,-0.00521658494488228,0.00521658494488228,-0.02640535608447865,-5.7962054943136444e-05,5.7962054943136444e-05
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.2,0.04000000000000001,26,0.038461538461538464,0.19611613513818404,call,0.17115823163455873,7.353712551642323e-05,0.16588519517254546,-0.00527303646201327,0.00527303646201327,-0.030807962968861298,-5.858929402236966e-05,5.858929402236966e-05
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.2,0.04000000000000001,52,0.019230769230769232,0.1386750490563073,call,0.16054449287994474,7.234856235559093e-05,0.1551515526865748,-0.005392940193369944,0.005392940193369944,-0.0335915614209376,-5.992155770411049e-05,5.992155770411049e-05
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.2,0.04000000000000001,126,0.007936507936507936,0.0890870806374748,call,0.15450351703819065,7.298241236113019e-05,0.14901907678503837,-0.005484440253152284,0.005484440253152284,-0.03549718710802307,-6.0938225035025375e-05,6.0938225035025375e-05
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.3,0.09,12,0.08333333333333333,0.2886751345948129,call,0.7869308611610928,0.00020254292031935135,0.7741042962131045,-0.012826564947988284,0.012826564947988284,-0.016299481417037163,-0.00014251738831098094,0.00014251738831098094
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.3,0.09,26,0.038461538461538464,0.19611613513818404,call,0.7166770133377258,0.00019507921073195749,0.7027918170617474,-0.013885196275978395,0.013885196275978395,-0.019374412765538435,-0.00015427995862198217,0.00015427995862198217
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.3,0.09,52,0.019230769230769232,0.1386750490563073,call,0.686931442553394,0.00019049582187871173,0.6729332919279795,-0.01399815062541454,0.01399815062541454,-0.020377798653941348,-0.00015553500694905046,0.00015553500694905046
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.3,0.09,126,0.007936507936507936,0.0890870806374748,call,0.6702774098118113,0.0001900002317241879,0.6556018833245257,-0.01467552648728554,0.01467552648728554,-0.021894705494260765,-0.00016306140541428378,0.00016306140541428378
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.4,0.16000000000000003,12,0.08333333333333333,0.2886751345948129,call,1.6055389313403259,0.0003793552384679223,1.5881258913301988,-0.017413040010127112,0.017413040010127112,-0.010845604345196705,-0.0001934782223347457,0.0001934782223347457
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.4,0.16000000000000003,26,0.038461538461538464,0.19611613513818404,call,1.4923960692800482,0.0003701435394373948,1.4720359059487123,-0.020360163331335945,0.020360163331335945,-0.013642600480151331,-0.00022622403701484385,0.00022622403701484385
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.4,0.16000000000000003,52,0.019230769230769232,0.1386750490563073,call,1.443647281889529,0.0003613625582174034,1.4228854222309648,-0.02076185965856414,0.02076185965856414,-0.014381532053584322,-0.00023068732953960156,0.00023068732953960156
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.4,0.16000000000000003,126,0.007936507936507936,0.0890870806374748,call,1.4155706315411534,0.0003580185530045889,1.3941958452436456,-0.021374786297507775,0.021374786297507775,-0.015099766709794423,-0.00023749762552786416,0.00023749762552786416
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.5,0.25,12,0.08333333333333333,0.2886751345948129,call,2.5421619400959576,0.0006260857055870623,2.5230566551591087,-0.019105284936848932,0.019105284936848932,-0.007515368960376999,-0.00021228094374276592,0.00021228094374276592
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.5,0.25,26,0.038461538461538464,0.19611613513818404,call,2.385765064874929,0.0005955292840328711,2.364495309164052,-0.021269755710877192,0.021269755710877192,-0.008915276706842144,-0.00023633061900974657,0.00023633061900974657
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.5,0.25,52,0.019230769230769232,0.1386750490563073,call,2.319406978860251,0.0005808899466257489,2.2970124153866482,-0.02239456347360269,0.02239456347360269,-0.00965529709866067,-0.0002488284830400299,0.0002488284830400299
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.5,0.25,126,0.007936507936507936,0.0890870806374748,call,2.281196831000169,0.0005748572300255014,2.25751860423241,-0.023678226767759103,0.023678226767759103,-0.010379738585458936,-0.0002630914085306567,0.0002630914085306567
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.6,0.36,12,0.08333333333333333,0.2886751345948129,call,3.5427842927744724,0.0009432267526439194,3.5263545619885712,-0.016429730785901153,0.016429730785901153,-0.004637519371249804,-0.0001825525642877906,0.0001825525642877906
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.6,0.36,26,0.038461538461538464,0.19611613513818404,call,3.347031697318525,0.000892952639708794,3.3272652563966787,-0.019766440921846318,0.019766440921846318,-0.005905662900558189,-0.00021962712135384797,0.00021962712135384797
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.6,0.36,52,0.019230769230769232,0.1386750490563073,call,3.2639401764078695,0.0008704865550953579,3.2422897413587135,-0.02165043504915598,0.02165043504915598,-0.006633220549092102,-0.00024056038943506646,0.00024056038943506646
90,99.00000000000001,1.1,0.09531017980432493,0.05,0.25,0.6,0.36,126,0.007936507936507936,0.0890870806374748,call,3.2167010958929976,0.0008813454942719769,3.1924865130195914,-0.024214582873406165,0.024214582873406165,-0.007527769025329313,-0.00026905092081562406,0.00026905092081562406
90,108.0,1.2,0.1823215567939546,0.05,0.25,0.1,0.010000000000000002,12,0.08333333333333333,0.2886751345948129,call,0.0,0.0,2.7082366348563937e-09,2.7082366348563937e-09,2.7082366348563937e-09,2708.2366348563937,3.009151816507104e-11,3.009151816507104e-11
90,108.0,1.2,0.1823215567939546,0.05,0.25,0.1,0.010000000000000002,26,0.038461538461538464,0.19611613513818404,call,0.0,0.0,7.938169599501269e-10,7.938169599501269e-10,7.938169599501269e-10,793.8169599501268,8.820188443890299e-12,8.820188443890299e-12
90,108.0,1.2,0.1823215567939546,0.05,0.25,0.1,0.010000000000000002,52,0.019230769230769232,0.1386750490563073,call,0.0,0.0,4.5186445742603535e-10,4.5186445742603535e-10,4.5186445742603535e-10,451.86445742603536,5.020716193622615e-12,5.020716193622615e-12
90,108.0,1.2,0.1823215567939546,0.05,0.25,0.1,0.010000000000000002,126,0.007936507936507936,0.0890870806374748,call,0.0,0.0,3.209034436583126e-10,3.209034436583126e-10,3.209034436583126e-10,320.90344365831265,3.565593818425696e-12,3.565593818425696e-12
