S0,K,moneyness,log_moneyness,r,T,sigma,sigma2,n,inv_n,option_type,cv_mc_price,cv_mc_se,tw_price,tw_residual,tw_abs_residual,tw_rel_residual
100,90,0.9,-0.10536051565782628,0.05,0.25,0.6,0.36,12,0.08333333333333333,call,13.367971022403363,0.0012277397611447655,13.440533690149625,0.07256266774626141,0.07256266774626141,0.00542809882102929
100,90,0.9,-0.10536051565782628,0.05,0.25,0.6,0.36,26,0.038461538461538464,call,13.164283723192485,0.0011963258005800311,13.241034726903626,0.07675100371114141,0.07675100371114141,0.005830245330851046
100,90,0.9,-0.10536051565782628,0.05,0.25,0.6,0.36,52,0.019230769230769232,call,13.07398926226372,0.0011639619814601046,13.155923018108199,0.0819337558444797,0.0819337558444797,0.00626692849450093
100,90,0.9,-0.10536051565782628,0.05,0.25,0.6,0.36,126,0.007936507936507936,call,13.021928851111378,0.0011668591739984722,13.106051309931528,0.08412245882015057,0.08412245882015057,0.0064600613151845785
100,100,1.0,0.0,0.05,0.25,0.1,0.010000000000000002,12,0.08333333333333333,call,1.5785135159648263,3.163309371565355e-05,1.5792638278956128,0.0007503119307865624,0.0007503119307865624,0.0004753281636159785
100,100,1.0,0.0,0.05,0.25,0.1,0.010000000000000002,26,0.038461538461538464,call,1.52471266279173,3.0205280231849474e-05,1.5254981244271066,0.0007854616353766275,0.0007854616353766275,0.0005151538742640577
100,100,1.0,0.0,0.05,0.25,0.1,0.010000000000000002,52,0.019230769230769232,call,1.5015507292411108,2.9431221820811526e-05,1.5024221298116227,0.0008714005705119376,0.0008714005705119376,0.0005803337533273662
100,100,1.0,0.0,0.05,0.25,0.1,0.010000000000000002,126,0.007936507936507936,call,1.4880728265598282,2.951844009716927e-05,1.4888595846906834,0.0007867581308551586,0.0007867581308551586,0.0005287094265903705
100,100,1.0,0.0,0.05,0.25,0.2,0.04000000000000001,12,0.08333333333333333,call,2.776376830807937,0.00011764592611076165,2.7789947056363755,0.002617874828438449,0.002617874828438449,0.0009429104865698784
100,100,1.0,0.0,0.05,0.25,0.2,0.04000000000000001,26,0.038461538461538464,call,2.685222227322446,0.00011356832721936156,2.6877130486928302,0.002490821370384033,0.002490821370384033,0.0009276034381957806
100,100,1.0,0.0,0.05,0.25,0.2,0.04000000000000001,52,0.019230769230769232,call,2.646034277960998,0.00011200362601873099,2.6485197060396435,0.0024854280786454908,0.0024854280786454908,0.0009393030541390914
100,100,1.0,0.0,0.05,0.25,0.2,0.04000000000000001,126,0.007936507936507936,call,2.6229969945319165,0.00010980596334819207,2.625479846392862,0.002482851860945434,0.002482851860945434,0.0009465706083999949
100,100,1.0,0.0,0.05,0.25,0.3,0.09,12,0.08333333333333333,call,3.983001560875781,0.0002633878022767633,3.9892534927732104,0.00625193189742923,0.00625193189742923,0.0015696533887510095
100,100,1.0,0.0,0.05,0.25,0.3,0.09,26,0.038461538461538464,call,3.854122565547874,0.00025467182193022374,3.8600558545885355,0.005933289040661371,0.005933289040661371,0.001539465582568451
100,100,1.0,0.0,0.05,0.25,0.3,0.09,52,0.019230769230769232,call,3.7984484387013597,0.00024852578134841965,3.804573839096692,0.006125400395332381,0.006125400395332381,0.0016126059084868283
100,100,1.0,0.0,0.05,0.25,0.3,0.09,126,0.007936507936507936,call,3.765444745633114,0.00024601531661397016,3.77195610022088,0.006511354587765972,0.006511354587765972,0.0017292391809273957
100,100,1.0,0.0,0.05,0.25,0.4,0.16000000000000003,12,0.08333333333333333,call,5.191867414503299,0.00047627304609902037,5.203116838685711,0.011249424182412149,0.011249424182412149,0.0021667394955016146
100,100,1.0,0.0,0.05,0.25,0.4,0.16000000000000003,26,0.038461538461538464,call,5.024371631144011,0.0004555609374289864,5.036026259263199,0.011654628119187826,0.011654628119187826,0.0023196190438910975
100,100,1.0,0.0,0.05,0.25,0.4,0.16000000000000003,52,0.019230769230769232,call,4.952193002557799,0.00045028538092512643,4.964264471928705,0.012071469370906307,0.012071469370906307,0.0024376007487332207
100,100,1.0,0.0,0.05,0.25,0.4,0.16000000000000003,126,0.007936507936507936,call,4.91015914434374,0.00044911357564629827,4.922073828693866,0.011914684350125881,0.011914684350125881,0.002426537307624949
100,100,1.0,0.0,0.05,0.25,0.6,0.36,12,0.08333333333333333,call,7.603018689037908,0.0011213849287606099,7.638269953473118,0.03525126443521032,0.03525126443521032,0.004636482675760861
100,100,1.0,0.0,0.05,0.25,0.6,0.36,26,0.038461538461538464,call,7.361709659872493,0.0010650154421827812,7.395912112660597,0.03420245278810441,0.03420245278810441,0.004645993168480487
100,100,1.0,0.0,0.05,0.25,0.6,0.36,52,0.019230769230769232,call,7.257401360875014,0.0010638579312191847,7.291808199086546,0.0344068382115319,0.0344068382115319,0.004740930878788205
100,100,1.0,0.0,0.05,0.25,0.6,0.36,126,0.007936507936507936,call,7.195481716434054,0.0010339989338538128,7.230598157413504,0.03511644097944977,0.03511644097944977,0.00488034607874076
100,110,1.1,0.09531017980432493,0.05,0.25,0.1,0.010000000000000002,12,0.08333333333333333,call,0.001965497693596286,7.437125287427363e-06,0.0018340608528480918,-0.00013143684074819412,0.00013143684074819412,-0.06687204018423605
100,110,1.1,0.09531017980432493,0.05,0.25,0.1,0.010000000000000002,26,0.038461538461538464,call,0.0013501058602411466,6.604403950020004e-06,0.001241960447906693,-0.00010814541233445372,0.00010814541233445372,-0.08010143168709566
100,110,1.1,0.09531017980432493,0.05,0.25,0.1,0.010000000000000002,52,0.019230769230769232,call,0.0011556239800592076,6.979295692731946e-06,0.0010394053059755671,-0.00011621867408364043,0.00011621867408364043,-0.10056789759389213
100,110,1.1,0.09531017980432493,0.05,0.25,0.1,0.010000000000000002,126,0.007936507936507936,call,0.0010383587443771392,6.782130927646129e-06,0.0009331205268594013,-0.00010523821751773788,0.00010523821751773788,-0.10135053813300832
100,110,1.1,0.09531017980432493,0.05,0.25,0.2,0.04000000000000001,12,0.08333333333333333,call,0.21949577614649493,8.630255947899043e-05,0.21371249856441127,-0.005783277582083662,0.005783277582083662,-0.026348013085335235
100,110,1.1,0.09531017980432493,0.05,0.25,0.2,0.04000000000000001,26,0.038461538461538464,call,0.19024453265251642,8.27533262216127e-05,0.18431688352502762,-0.005927649127488804,0.005927649127488804,-0.03115805245407875
100,110,1.1,0.09531017980432493,0.05,0.25,0.2,0.04000000000000001,52,0.019230769230769232,call,0.17856861779711647,8.213108981748176e-05,0.17239061409614295,-0.006178003700973517,0.006178003700973517,-0.034597365299611334
100,110,1.1,0.09531017980432493,0.05,0.25,0.2,0.04000000000000001,126,0.007936507936507936,call,0.17155037128322037,7.966855281646578e-05,0.16557675198340335,-0.005973619299817018,0.005973619299817018,-0.03482137202696516
100,110,1.1,0.09531017980432493,0.05,0.25,0.3,0.09,12,0.08333333333333333,call,0.8741279380534027,0.0002269985646124132,0.8601158846811858,-0.014012053372216893,0.014012053372216893,-0.016029751209440078
100,110,1.1,0.09531017980432493,0.05,0.25,0.3,0.09,26,0.038461538461538464,call,0.7964439642950786,0.00021704792938557766,0.7808797967352457,-0.01556416755983292,0.01556416755983292,-0.019542074844660976
100,110,1.1,0.09531017980432493,0.05,0.25,0.3,0.09,52,0.019230769230769232,call,0.7634761574307577,0.00021325369449713604,0.7477036576977288,-0.015772499733028855,0.015772499733028855,-0.020658798024690533
100,110,1.1,0.09531017980432493,0.05,0.25,0.3,0.09,126,0.007936507936507936,call,0.744284074589487,0.0002102235531881136,0.7284465370272719,-0.015837537562215065,0.015837537562215065,-0.021278888132801075
100,110,1.1,0.09531017980432493,0.05,0.25,0.4,0.16000000000000003,12,0.08333333333333333,call,1.7847369824492847,0.0004286733128263631,1.764584323700207,-0.02015265874907768,0.02015265874907768,-0.011291668714916842
100,110,1.1,0.09531017980432493,0.05,0.25,0.4,0.16000000000000003,26,0.038461538461538464,call,1.657455117582839,0.00040868715029824696,1.6355954510540958,-0.02185966652874316,0.02185966652874316,-0.01318869289240384
100,110,1.1,0.09531017980432493,0.05,0.25,0.4,0.16000000000000003,52,0.019230769230769232,call,1.6035430781339137,0.0003990709740047134,1.5809838024788159,-0.022559275655097855,0.022559275655097855,-0.014068393897687296
100,110,1.1,0.09531017980432493,0.05,0.25,0.4,0.16000000000000003,126,0.007936507936507936,call,1.5732420843192685,0.00040173563972273997,1.5491064947151691,-0.02413558960409934,0.02413558960409934,-0.01534130687493187
100,110,1.1,0.09531017980432493,0.05,0.25,0.6,0.36,12,0.08333333333333333,call,3.938997117033679,0.0010473576731661071,3.918171735542843,-0.02082538149083568,0.02082538149083568,-0.005286975560550435
100,110,1.1,0.09531017980432493,0.05,0.25,0.6,0.36,26,0.038461538461538464,call,3.7198115083993843,0.0009999377369743316,3.696961395996296,-0.022850112403088207,0.022850112403088207,-0.0061428145892587155
100,110,1.1,0.09531017980432493,0.05,0.25,0.6,0.36,52,0.019230769230769232,call,3.626541161959663,0.000980471115669123,3.6025441570651986,-0.023997004894464435,0.023997004894464435,-0.0066170501926682244
100,110,1.1,0.09531017980432493,0.05,0.25,0.6,0.36,126,0.007936507936507936,call,3.572281095708741,0.0009663054674284974,3.5472072366884557,-0.02507385902028547,0.02507385902028547,-0.007019005041458199
100,120,1.2,0.1823215567939546,0.05,0.25,0.1,0.010000000000000002,12,0.08333333333333333,call,0.0,0.0,3.009151816507081e-09,3.009151816507081e-09,3.009151816507081e-09,3009.151816507081
100,120,1.2,0.1823215567939546,0.05,0.25,0.1,0.010000000000000002,26,0.038461538461538464,call,0.0,0.0,8.820188443890589e-10,8.820188443890589e-10,8.820188443890589e-10,882.0188443890589
100,120,1.2,0.1823215567939546,0.05,0.25,0.1,0.010000000000000002,52,0.019230769230769232,call,0.0,0.0,5.020716193622601e-10,5.020716193622601e-10,5.020716193622601e-10,502.0716193622601
100,120,1.2,0.1823215567939546,0.05,0.25,0.1,0.010000000000000002,126,0.007936507936507936,call,0.0,0.0,3.5655938184256956e-10,3.5655938184256956e-10,3.5655938184256956e-10,356.55938184256956
100,120,1.2,0.1823215567939546,0.05,0.25,0.2,0.04000000000000001,12,0.08333333333333333,call,0.0047960359868239,3.341140377844306e-05,0.004180913059849987,-0.0006151229269739135,0.0006151229269739135,-0.12825652865487963
100,120,1.2,0.1823215567939546,0.05,0.25,0.2,0.04000000000000001,26,0.038461538461538464,call,0.0033960001941928954,3.018553781494636e-05,0.0028938959888700675,-0.0005021042053228279,0.0005021042053228279,-0.1478516421116282
100,120,1.2,0.1823215567939546,0.05,0.25,0.2,0.04000000000000001,52,0.019230769230769232,call,0.002974083614641118,2.9377680669861285e-05,0.0024466801384046637,-0.0005274034762364544,0.0005274034762364544,-0.17733310309101583
100,120,1.2,0.1823215567939546,0.05,0.25,0.2,0.04000000000000001,126,0.007936507936507936,call,0.0027109767525547728,2.854185134161385e-05,0.002210175910592792,-0.0005008008419619806,0.0005008008419619806,-0.18473077701239432
100,120,1.2,0.1823215567939546,0.05,0.25,0.3,0.09,12,0.08333333333333333,call,0.1176824135061947,0.00015579734697993675,0.1094180382833897,-0.008264375222805001,0.008264375222805001,-0.0702260854156426
100,120,1.2,0.1823215567939546,0.05,0.25,0.3,0.09,26,0.038461538461538464,call,0.09758232110397465,0.00015434399451172382,0.08937944928787332,-0.008202871816101326,0.008202871816101326,-0.08406104428855621
100,120,1.2,0.1823215567939546,0.05,0.25,0.3,0.09,52,0.019230769230769232,call,0.08959902024053365,0.00015069137768062248,0.08154191774326501,-0.00805710249726864,0.00805710249726864,-0.08992400224510147
100,120,1.2,0.1823215567939546,0.05,0.25,0.3,0.09,126,0.007936507936507936,call,0.08513501582667461,0.00014845876821909055,0.0771454948037896,-0.007989521022885013,0.007989521022885013,-0.09384529908528808
100,120,1.2,0.1823215567939546,0.05,0.25,0.4,0.16000000000000003,12,0.08333333333333333,call,0.48342971601556106,0.0003631570390398746,0.46057978512944137,-0.022849930886119696,0.022849930886119696,-0.04726629358751332
100,120,1.2,0.1823215567939546,0.05,0.25,0.4,0.16000000000000003,26,0.038461538461538464,call,0.423756757031458,0.0003448920063604472,0.40013658828289983,-0.023620168748558157,0.023620168748558157,-0.05573992238855248
100,120,1.2,0.1823215567939546,0.05,0.25,0.4,0.16000000000000003,52,0.019230769230769232,call,0.39923046487690633,0.0003371364984308403,0.37550351237074986,-0.023726952506156473,0.023726952506156473,-0.05943171825194288
100,120,1.2,0.1823215567939546,0.05,0.25,0.4,0.16000000000000003,126,0.007936507936507936,call,0.3858357773224565,0.000340031270321776,0.3613979572124294,-0.024437820110027098,0.024437820110027098,-0.0633373615054976
100,120,1.2,0.1823215567939546,0.05,0.25,0.6,0.36,12,0.08333333333333333,call,1.880555884897114,0.000970557417949978,1.8336682604790755,-0.04688762441803851,0.04688762441803851,-0.024932853521980682
100,120,1.2,0.1823215567939546,0.05,0.25,0.6,0.36,26,0.038461538461538464,call,1.7247525752222586,0.000933961838551462,1.6722168277959992,-0.05253574742625933,0.05253574742625933,-0.030459874755942522
100,120,1.2,0.1823215567939546,0.05,0.25,0.6,0.36,52,0.019230769230769232,call,1.6585066915781563,0.000908466568802463,1.6044552695472194,-0.054051422030936935,0.054051422030936935,-0.03259041540526084
100,120,1.2,0.1823215567939546,0.05,0.25,0.6,0.36,126,0.007936507936507936,call,1.6197769487104303,0.0008913905083840341,1.565075670761882,-0.05470127794854829,0.05470127794854829,-0.03377087073136717
100,130,1.3,0.26236426446749106,0.05,0.25,0.1,0.010000000000000002,12,0.08333333333333333,call,0.0,0.0,5.519438472907552e-15,5.519438472907552e-15,5.519438472907552e-15,0.005519438472907552
100,130,1.3,0.26236426446749106,0.05,0.25,0.1,0.010000000000000002,26,0.038461538461538464,call,0.0,0.0,0.0,0.0,0.0,0.0
100,130,1.3,0.26236426446749106,0.05,0.25,0.1,0.010000000000000002,52,0.019230769230769232,call,0.0,0.0,0.0,0.0,0.0,0.0
100,130,1.3,0.26236426446749106,0.05,0.25,0.1,0.010000000000000002,126,0.007936507936507936,call,0.0,0.0,0.0,0.0,0.0,0.0
100,130,1.3,0.26236426446749106,0.05,0.25,0.2,0.04000000000000001,12,0.08333333333333333,call,5.638780944783083e-05,7.71725963978627e-20,2.410488476442871e-05,-3.228292468340213e-05,3.228292468340213e-05,-0.5725160278352329
100,130,1.3,0.26236426446749106,0.05,0.25,0.2,0.04000000000000001,26,0.038461538461538464,call,2.730790321983323e-05,6.825251536249091e-06,1.2206963455587334e-05,-1.5100939764245897e-05,1.5100939764245897e-05,-0.5529878893549893
100,130,1.3,0.26236426446749106,0.05,0.25,0.2,0.04000000000000001,52,0.019230769230769232,call,0.0,0.0,8.938914131357653e-06,8.938914131357653e-06,8.938914131357653e-06,8938914.131357653
100,130,1.3,0.26236426446749106,0.05,0.25,0.2,0.04000000000000001,126,0.007936507936507936,call,0.0,0.0,7.3993007704184585e-06,7.3993007704184585e-06,7.3993007704184585e-06,7399300.770418459
100,130,1.3,0.26236426446749106,0.05,0.25,0.3,0.09,12,0.08333333333333333,call,0.010603641575461788,8.631406596042156e-05,0.008696494038308807,-0.0019071475371529815,0.0019071475371529815,-0.17985778975841377
100,130,1.3,0.26236426446749106,0.05,0.25,0.3,0.09,26,0.038461538461538464,call,0.0075046734274344115,7.230055408772139e-05,0.006155890966882607,-0.0013487824605518048,0.0013487824605518048,-0.17972567008993845
100,130,1.3,0.26236426446749106,0.05,0.25,0.3,0.09,52,0.019230769230769232,call,0.006798510413823196,8.099129971687997e-05,0.005258649805281128,-0.001539860608542068,0.001539860608542068,-0.22649970579012693
100,130,1.3,0.26236426446749106,0.05,0.25,0.3,0.09,126,0.007936507936507936,call,0.006201074818270846,6.744634798956507e-05,0.004780312537410827,-0.0014207622808600192,0.0014207622808600192,-0.22911548763673764
