S0,K,moneyness,log_moneyness,r,T,sigma,sigma2,n,inv_n,inv_sqrt_n,option_type,cv_mc_price,cv_mc_se,tw_price,tw_residual,tw_abs_residual,tw_rel_residual,scaled_tw_residual,scaled_tw_abs_residual,cubic_predicted_scaled_tw_bias,cubic_predicted_tw_bias,tw_cubic_corrected_price,tw_cubic_corrected_error,tw_cubic_corrected_abs_error
80,64.0,0.8,-0.2231435513142097,0.05,0.25,0.6,0.36,26,0.0384615384615384,0.196116135138184,call,16.861750631729244,0.0010712127900067,16.91474278209608,0.05299215036683691,0.05299215036683691,0.0031427430949619,0.0006624018795854,0.0006624018795854,0.0006796655793889914,0.054373246351119314,16.86036953574496,-0.0013810959842821546,0.0013810959842821546
80,64.0,0.8,-0.2231435513142097,0.05,0.25,0.6,0.36,52,0.0192307692307692,0.1386750490563073,call,16.823463547531638,0.0010752896223588,16.875631710690406,0.052168163158768266,0.052168163158768266,0.0031009169432546,0.0006521020394846,0.0006521020394846,0.0006809077678869527,0.054472621430956214,16.82115908925945,-0.0023044582721887252,0.0023044582721887252
80,64.0,0.8,-0.2231435513142097,0.05,0.25,0.6,0.36,126,0.0079365079365079,0.0890870806374748,call,16.797014784237145,0.0010543237142122,16.852947380279744,0.0559325960425987,0.0559325960425987,0.0033299128899432,0.0006991574505324,0.0006991574505324,0.000702942377957144,0.05623539023657152,16.79671199004317,-0.0003027941939741652,0.0003027941939741652
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.1,0.01,12,0.0833333333333333,0.2886751345948129,call,8.437973698242393,3.416223555382256e-05,8.437962914055612,-1.0784186780909977e-05,1.0784186780909977e-05,-1.2780540881700416e-06,-1.3480233476137474e-07,1.3480233476137474e-07,-1.541897662728028e-07,-1.2335181301824224e-05,8.437975249236914,1.5509945203717734e-06,1.5509945203717734e-06
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.1,0.01,26,0.0384615384615384,0.196116135138184,call,8.41563302275505,3.404709124495061e-05,8.41563282051794,-2.0223711061362337e-07,2.0223711061362337e-07,-2.4031122800482615e-08,-2.527963882670292e-09,2.527963882670292e-09,-7.778427876655735e-08,-6.222742301324588e-06,8.415639043260242,6.020505191273173e-06,6.020505191273173e-06
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.1,0.01,52,0.0192307692307692,0.1386750490563073,call,8.406051876425119,3.375192871773998e-05,8.406067175157139,1.5298732019886074e-05,1.5298732019886074e-05,1.81996640572628e-06,1.9123415024857595e-07,1.9123415024857595e-07,-1.9382497078974417e-07,-1.5505997663179532e-05,8.406082681154802,3.080472968264303e-05,3.080472968264303e-05
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.1,0.01,126,0.0079365079365079,0.0890870806374748,call,8.400451251949212,3.396402496837591e-05,8.400450339854828,-9.12094384020179e-07,9.12094384020179e-07,-1.0857683196584706e-07,-1.1401179800252236e-08,1.1401179800252236e-08,-6.900132055619625e-08,-5.5201056444957e-06,8.400455859960472,4.608011259676914e-06,4.608011259676914e-06
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.2,0.04,12,0.0833333333333333,0.2886751345948129,call,8.496630443294107,0.0001240810256277,8.499758985829859,0.003128542535751677,0.003128542535751677,0.0003682097928857,3.910678169689596e-05,3.910678169689596e-05,3.935076937568357e-05,0.0031480615500546856,8.496610924279803,-1.9519014303526205e-05,1.9519014303526205e-05
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.2,0.04,26,0.0384615384615384,0.196116135138184,call,8.464602000500237,0.0001232261510546,8.467708994363033,0.0031069938627954485,0.0031069938627954485,0.0003670572890032,3.883742328494311e-05,3.883742328494311e-05,3.893833231537948e-05,0.003115066585230358,8.464593927777802,-8.072722435414903e-06,8.072722435414903e-06
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.2,0.04,52,0.0192307692307692,0.1386750490563073,call,8.451215125471604,0.000122776081873,8.454260979449822,0.003045853978218105,0.003045853978218105,0.0003604042653035,3.807317472772631e-05,3.807317472772631e-05,3.802017877497373e-05,0.0030416143019978987,8.451219365147825,4.2396762207630445e-06,4.2396762207630445e-06
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.2,0.04,126,0.0079365079365079,0.0890870806374748,call,8.443375721769675,0.0001229505000461,8.446443347163488,0.0030676253938128895,0.0030676253938128895,0.0003633174093986,3.834531742266112e-05,3.834531742266112e-05,4.042017305174114e-05,0.0032336138441392912,8.443209733319348,-0.0001659884503268927,0.0001659884503268927
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.3,0.09,12,0.0833333333333333,0.2886751345948129,call,8.801341412970903,0.0002591749075821,8.813853981880454,0.012512568909551547,0.012512568909551547,0.0014216661213836,0.0001564071113693,0.0001564071113693,0.00015855028613107397,0.012684022890485917,8.801169958989968,-0.0001714539809345439,0.0001714539809345439
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.3,0.09,26,0.0384615384615384,0.196116135138184,call,8.74029859868488,0.0002557841637377,8.753303064475762,0.01300446579088188,0.01300446579088188,0.0014878743150535,0.000162555822386,0.000162555822386,0.00016748317470693342,0.013398653976554674,8.739904410499207,-0.0003941881856732721,0.0003941881856732721
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.3,0.09,52,0.0192307692307692,0.1386750490563073,call,8.71389422849657,0.0002506906171547,8.727834499433966,0.013940270937395027,0.013940270937395027,0.0015997750915781,0.0001742533867174,0.0001742533867174,0.00017368121728929262,0.01389449738314341,8.713940002050823,4.577355425183782e-05,4.577355425183782e-05
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.3,0.09,126,0.0079365079365079,0.0890870806374748,call,8.698810408302034,0.0002513798353972,8.713015952209352,0.014205543907317875,0.014205543907317875,0.0016330444325766,0.0001775692988414,0.0001775692988414,0.00017292737889367944,0.013834190311494356,8.699181761897858,0.00037135359582407546,0.00037135359582407546
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.4,0.16,12,0.0833333333333333,0.2886751345948129,call,9.320643966207935,0.0004440825237268,9.346378315430137,0.025734349222201303,0.025734349222201303,0.0027610054965624,0.0003216793652775,0.0003216793652775,0.0003149085301212746,0.025192682409701968,9.321185633020434,0.0005416668124986757,0.0005416668124986757
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.4,0.16,26,0.0384615384615384,0.196116135138184,call,9.22488188993806,0.0004299961639901,9.252438396106546,0.02755650616848726,0.02755650616848726,0.002987193386025,0.000344456327106,0.000344456327106,0.00034283464687985847,0.027426771750388677,9.225011624356158,0.00012973441809904784,0.00012973441809904784
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.4,0.16,52,0.0192307692307692,0.1386750490563073,call,9.183805739949356,0.000423063729105,9.212650173766525,0.02884443381716828,0.02884443381716828,0.0031407931127828,0.0003605554227146,0.0003605554227146,0.0003533959224582082,0.028271673796656654,9.184378499969869,0.0005727600205123196,0.0005727600205123196
80,72.0,0.9,-0.1053605156578262,0.05,0.25,0.4,0.16,126,0.0079365079365079,0.0890870806374748,call,9.16153771678542,0.0004256231287992,9.189420361998785,0.027882645213365365,0.027882645213365365,0.0030434459885787,0.000348533065167,0.000348533065167,0.0003553750463862196,0.028430003710897565,9.160990358287886,-0.0005473584975330681,0.0005473584975330681
