model,S0,K,moneyness,log_moneyness,r,T,n,inv_n,inv_sqrt_n,v0,theta,kappa,xi,rho,sigma_eff,tw_price,mc_price,mc_std_error,residual,scaled_residual,terminal_mean,average_mean,variance_mean,option_type,n_paths,seed
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,0.5,0.1,-0.4,0.2701020074823189,13.762139208523742,14.065813831063215,0.06391517695374967,-0.3036746225394733,-0.003036746225394733,105.26016561171156,102.69851285762225,0.058343460842266485,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,0.5,0.1,0.0,0.2701020074823189,13.762139208523742,13.998369078444554,0.06493127575804628,-0.23622986992081252,-0.002362298699208125,105.29112405685177,102.6981852598451,0.058343460842266485,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,0.5,0.3,-0.8,0.2701020074823189,13.762139208523742,14.30121570177285,0.05693744095156209,-0.5390764932491088,-0.005390764932491088,105.18087479262917,102.65515889524688,0.05898440447697092,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,0.5,0.3,-0.4,0.2701020074823189,13.762139208523742,14.133298648488369,0.06099685138071484,-0.37115943996462697,-0.0037115943996462696,105.23478654206379,102.66748320458606,0.05898440447697092,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,0.5,0.3,0.0,0.2701020074823189,13.762139208523742,13.953681110266883,0.06479039981588416,-0.19154190174314145,-0.0019154190174314146,105.2706136925709,102.67424513779599,0.05898440447697092,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,0.5,0.6,-0.8,0.2701020074823189,13.762139208523742,14.47334850298943,0.05046656587412828,-0.7112092944656876,-0.007112092944656876,105.11283029169324,102.62496221973225,0.06706138804270272,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,0.5,0.6,-0.4,0.2701020074823189,13.762139208523742,14.210347689126422,0.05804016621248455,-0.4482084806026805,-0.004482084806026805,105.16407727816559,102.64039595183749,0.06706138804270272,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,0.5,0.6,0.0,0.2701020074823189,13.762139208523742,13.919789368288983,0.06531670214690816,-0.15765015976524133,-0.0015765015976524134,105.21773323458547,102.65661880614543,0.06706138804270272,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,2.0,0.1,-0.8,0.21115536618929553,12.914894974123259,13.583252893734498,0.05592585792132009,-0.668357919611239,-0.0066835791961123905,105.18196935074201,102.6763463048998,0.020006434369439673,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,2.0,0.1,-0.4,0.21115536618929553,12.914894974123259,13.529119479591632,0.05695597600988188,-0.614224505468373,-0.006142245054683731,105.22417141604159,102.68429824731618,0.020006434369439673,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,2.0,0.1,0.0,0.21115536618929553,12.914894974123259,13.464947665183217,0.05771123141546826,-0.5500526910599586,-0.005500526910599586,105.24023741336735,102.68091276422084,0.020006434369439673,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,2.0,0.3,-0.8,0.21115536618929553,12.914894974123259,13.749290060434367,0.05148281025233848,-0.8343950863111083,-0.008343950863111082,105.1587640136709,102.65027581896014,0.02071558248098878,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,2.0,0.3,-0.4,0.21115536618929553,12.914894974123259,13.59936854049921,0.05459872266646279,-0.6844735663759511,-0.006844735663759511,105.2002903608913,102.65832256826512,0.02071558248098878,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,2.0,0.3,0.0,0.21115536618929553,12.914894974123259,13.439003427116196,0.05749469552229124,-0.5241084529929374,-0.005241084529929374,105.22647624360962,102.66201332975622,0.02071558248098878,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,2.0,0.6,-0.8,0.21115536618929553,12.914894974123259,13.923677544431147,0.04665427997714215,-1.008782570307888,-0.010087825703078881,105.1096718045247,102.618227782715,0.027021542402682043,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,2.0,0.6,-0.4,0.21115536618929553,12.914894974123259,13.695453717715493,0.052410143480892,-0.7805587435922341,-0.007805587435922341,105.15669821340691,102.63098228410911,0.027021542402682043,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.01,2.0,0.6,0.0,0.21115536618929553,12.914894974123259,13.444811198055953,0.05793385709925231,-0.5299162239326947,-0.005299162239326947,105.20060905241499,102.64530720948468,0.027021542402682043,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,0.5,0.1,-0.8,0.28168587829129216,13.947194669978671,14.210605567507237,0.06375088938480879,-0.2634108975285656,-0.002634108975285656,105.19437596096218,102.68496045154207,0.07023978115176811,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,0.5,0.1,-0.4,0.28168587829129216,13.947194669978671,14.153906454381097,0.06511721797416366,-0.206711784402426,-0.00206711784402426,105.26632621730116,102.70103418758156,0.07023978115176811,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,0.5,0.1,0.0,0.28168587829129216,13.947194669978671,14.088913548159557,0.06612418176038073,-0.14171887818088535,-0.0014171887818088535,105.30026819251806,102.70121994497939,0.07023978115176811,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,0.5,0.3,-0.8,0.28168587829129216,13.947194669978671,14.382983720580684,0.05815585608855352,-0.435789050602013,-0.00435789050602013,105.18444278631281,102.65818857171644,0.07065857274120195,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,0.5,0.3,-0.4,0.28168587829129216,13.947194669978671,14.2190637473701,0.06221090328035805,-0.27186907739142896,-0.0027186907739142896,105.24472899081566,102.67170883160328,0.07065857274120195,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,0.5,0.3,0.0,0.28168587829129216,13.947194669978671,14.04432639870753,0.06599147269101373,-0.09713172872885956,-0.0009713172872885956,105.28363052874576,102.67866241025985,0.07065857274120195,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,0.5,0.6,-0.8,0.28168587829129216,13.947194669978671,14.546770314916357,0.051666406821953455,-0.5995756449376852,-0.005995756449376852,105.12992520166773,102.62653158678431,0.07880174078878543,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,0.5,0.6,-0.4,0.28168587829129216,13.947194669978671,14.28837628904316,0.0592433140909445,-0.3411816190644892,-0.003411816190644892,105.18803264779226,102.64308898806694,0.07880174078878543,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,0.5,0.6,0.0,0.28168587829129216,13.947194669978671,14.004939506653315,0.0665239387281729,-0.05774483667464381,-0.0005774483667464381,105.2434654371332,102.65987597929337,0.07880174078878543,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,2.0,0.1,-0.8,0.2482269484143184,13.42751357636564,13.867883468939233,0.06003688219960128,-0.4403698925735924,-0.004403698925735924,105.1878505945693,102.68134575642809,0.0462707170257894,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,2.0,0.1,-0.4,0.2482269484143184,13.42751357636564,13.820217243144578,0.06107715385710713,-0.392703666778937,-0.00392703666778937,105.24679440092451,102.6938262999239,0.0462707170257894,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,2.0,0.1,0.0,0.2482269484143184,13.42751357636564,13.76238159841609,0.0618004920171247,-0.33486802205044874,-0.0033486802205044876,105.2722881192787,102.69218744167883,0.0462707170257894,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,2.0,0.3,-0.8,0.2482269484143184,13.42751357636564,14.02011802849945,0.05562032655403349,-0.5926044521338092,-0.005926044521338092,105.1715945540105,102.65819416092621,0.04640955293745459,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,2.0,0.3,-0.4,0.2482269484143184,13.42751357636564,13.8828302040622,0.0587420279366324,-0.45531662769655945,-0.0045531662769655945,105.22694958263874,102.67021655611217,0.04640955293745459,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,2.0,0.3,0.0,0.2482269484143184,13.42751357636564,13.734382802676162,0.06161405457346441,-0.30686922631052127,-0.0030686922631052126,105.25987244473448,102.67493008138925,0.04640955293745459,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,2.0,0.6,-0.8,0.2482269484143184,13.42751357636564,14.174909220765532,0.05048858913078803,-0.7473956443998908,-0.007473956443998908,105.13776401377645,102.62956516803659,0.051073137927400494,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,2.0,0.6,-0.4,0.2482269484143184,13.42751357636564,13.958883440482515,0.05629847093649367,-0.5313698641168738,-0.005313698641168738,105.19808182364342,102.64573097099789,0.051073137927400494,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.04,2.0,0.6,0.0,0.2482269484143184,13.42751357636564,13.71914216536754,0.06190119966097003,-0.29162858900189903,-0.00291628589001899,105.24725429794897,102.66041901869632,0.051073137927400494,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,0.5,0.1,-0.8,0.3,14.249380368785562,14.352132800504723,0.06570616855915341,-0.1027524317191606,-0.001027524317191606,105.19609934096772,102.68705399701773,0.09006640407827195,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,0.5,0.1,-0.4,0.3,14.249380368785562,14.298981210220747,0.06707779941054773,-0.049600841435184506,-0.0004960084143518451,105.27599466414627,102.70506052753774,0.09006640407827195,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,0.5,0.1,0.0,0.3,14.249380368785562,14.237785178344222,0.06807190234934106,0.01159519044134072,0.00011595190441340719,105.31453719845332,102.70602322391575,0.09006640407827195,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,0.5,0.3,-0.8,0.3,14.249380368785562,14.51569774115137,0.06013412047393655,-0.2663173723658083,-0.002663173723658083,105.18248822233586,102.66047468063724,0.09032053619317072,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,0.5,0.3,-0.4,0.3,14.249380368785562,14.35911248117315,0.06419578794361203,-0.10973211238758829,-0.001097321123875883,105.25390895894995,102.6767017722129,0.09032053619317072,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,0.5,0.3,0.0,0.3,14.249380368785562,14.192792931286325,0.06795980905226198,0.056587437499237225,0.0005658743749923723,105.29950509025261,102.68474346544276,0.09032053619317072,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,0.5,0.6,-0.8,0.3,14.249380368785562,14.668798943721303,0.05352618663880971,-0.4194185749357402,-0.004194185749357402,105.14630028851631,102.6293306629355,0.09723687180767189,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,0.5,0.6,-0.4,0.3,14.249380368785562,14.418234460655148,0.06112702399065729,-0.16885409186958533,-0.0016885409186958534,105.21366596459777,102.64837972875517,0.09723687180767189,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,0.5,0.6,0.0,0.3,14.249380368785562,14.142587602496736,0.06844769896941921,0.10679276628882661,0.0010679276628882662,105.27208454642482,102.66631727762109,0.09723687180767189,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,2.0,0.1,-0.8,0.3,14.249380368785562,14.328165287074144,0.0663337682591324,-0.0787849182885818,-0.0007878491828858181,105.1963044036004,102.68922506453134,0.09004100545912716,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,2.0,0.1,-0.4,0.3,14.249380368785562,14.289000757496721,0.06739943500643289,-0.03962038871115858,-0.0003962038871115858,105.27690636933826,102.70746692544851,0.09004100545912716,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,2.0,0.1,0.0,0.3,14.249380368785562,14.2403785127802,0.06808526936977255,0.009001856005362185,9.001856005362185e-05,105.3144218379736,102.70776004188481,0.09004100545912716,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,2.0,0.3,-0.8,0.3,14.249380368785562,14.457200063194838,0.061940794839080035,-0.2078196944092756,-0.0020781969440927563,105.18157342566799,102.66706074107286,0.09013090927150853,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,2.0,0.3,-0.4,0.3,14.249380368785562,14.337259641882286,0.06510046375492991,-0.08787927309672305,-0.0008787927309672305,105.25821569196474,102.6850653926365,0.09013090927150853,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,2.0,0.3,0.0,0.3,14.249380368785562,14.209523363821306,0.06794705723082466,0.03985700496425615,0.0003985700496425615,105.30287172704666,102.69171845887766,0.09013090927150853,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,2.0,0.6,-0.8,0.3,14.249380368785562,14.581972644949113,0.05641648676355488,-0.3325922761635507,-0.003325922761635507,105.15477903820421,102.63764178084047,0.09226204889880606,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,2.0,0.6,-0.4,0.3,14.249380368785562,14.38415048686482,0.062354665715711015,-0.13477011807925798,-0.0013477011807925799,105.22888392089837,102.65755695245664,0.09226204889880606,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,26,0.038461538461538464,0.19611613513818404,0.09,0.09,2.0,0.6,0.0,0.3,14.249380368785562,14.164056213731456,0.06809373374988519,0.0853241550541064,0.0008532415505410639,105.28544729444869,102.6734675375837,0.09226204889880606,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,0.5,0.1,-0.8,0.1,12.002165377706259,12.07573902803203,0.024442454987973015,-0.07357365032577157,-0.0007357365032577156,105.16964593588293,102.60608548669433,0.010023734652839901,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,0.5,0.1,-0.4,0.1,12.002165377706259,12.062091531186859,0.025051624904684454,-0.05992615348059971,-0.000599261534805997,105.21705203799736,102.62413071311504,0.010023734652839901,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,0.5,0.1,0.0,0.1,12.002165377706259,12.047423895227276,0.025580109621026144,-0.04525851752101673,-0.00045258517521016726,105.24167468548484,102.63365753625709,0.010023734652839901,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,0.5,0.3,-0.8,0.1,12.002165377706259,12.204462413826217,0.02206511777372815,-0.2022970361199583,-0.002022970361199583,105.15466258886663,102.58992058799878,0.012272776824965104,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,0.5,0.3,-0.4,0.1,12.002165377706259,12.142181946645614,0.02392673074268946,-0.14001656893935532,-0.0014001656893935532,105.20168563623224,102.60920563661136,0.012272776824965104,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,0.5,0.3,0.0,0.1,12.002165377706259,12.084296229825359,0.025634816839764263,-0.08213085211909998,-0.0008213085211909998,105.23186703204881,102.62393506205592,0.012272776824965104,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,0.5,0.6,-0.8,0.1,12.002165377706259,12.356008687771029,0.02157877400351352,-0.35384331006476977,-0.0035384331006476978,105.10541115450907,102.56520760162861,0.022057666869025952,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,0.5,0.6,-0.4,0.1,12.002165377706259,12.261908208756559,0.025073688736400496,-0.2597428310502998,-0.0025974283105029985,105.16259933682423,102.58698743136365,0.022057666869025952,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,0.5,0.6,0.0,0.1,12.002165377706259,12.166710977325891,0.028588626065336655,-0.16454559961963255,-0.0016454559961963256,105.21585152363828,102.61088285828505,0.022057666869025952,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,2.0,0.1,-0.8,0.1,12.002165377706259,12.061145483177448,0.02473489053628325,-0.05898010547118915,-0.0005898010547118915,105.16947208790701,102.60664261761485,0.010008757655304946,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,2.0,0.1,-0.4,0.1,12.002165377706259,12.054276331160736,0.025214937296169065,-0.05211095345447703,-0.0005211095345447703,105.2152621475749,102.62473777248705,0.010008757655304946,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,2.0,0.1,0.0,0.1,12.002165377706259,12.044816756885949,0.02562001636926912,-0.04265137917968964,-0.0004265137917968964,105.23868053485917,102.63398168989976,0.010008757655304946,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,2.0,0.3,-0.8,0.1,12.002165377706259,12.163666231965518,0.02285229817137813,-0.16150085425925909,-0.0016150085425925909,105.16312707621876,102.5950725451734,0.010913443108070341,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,2.0,0.3,-0.4,0.1,12.002165377706259,12.114718015205288,0.024293847977478203,-0.11255263749902866,-0.0011255263749902866,105.20761636161262,102.61396988369005,0.010913443108070341,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,2.0,0.3,0.0,0.1,12.002165377706259,12.068859053580566,0.025603500477283412,-0.06669367587430663,-0.0006669367587430663,105.23300108503621,102.62701843403943,0.010913443108070341,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,2.0,0.6,-0.8,0.1,12.002165377706259,12.302964798456342,0.02274183709692748,-0.30079942075008326,-0.0030079942075008324,105.12735258794115,102.57442286725396,0.01711495162648272,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,2.0,0.6,-0.4,0.1,12.002165377706259,12.22199971517948,0.02549473954996072,-0.21983433747322145,-0.0021983433747322146,105.17982278634476,102.59783288456973,0.01711495162648272,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.01,2.0,0.6,0.0,0.1,12.002165377706259,12.138733766389391,0.028213860624493846,-0.13656838868313237,-0.0013656838868313238,105.22096871915744,102.61980018366373,0.01711495162648272,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,0.5,0.1,-0.8,0.12803061970777932,12.093261880097248,12.131876512298767,0.027963906361497762,-0.03861463220151862,-0.0003861463220151862,105.17858551024145,102.60961078631576,0.02187407837817901,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,0.5,0.1,-0.4,0.12803061970777932,12.093261880097248,12.115879510659585,0.028690739132958637,-0.0226176305623369,-0.00022617630562336898,105.24225303428396,102.63329160344212,0.02187407837817901,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,0.5,0.1,0.0,0.12803061970777932,12.093261880097248,12.095551211922109,0.02933841824689213,-0.0022893318248602412,-2.289331824860241e-05,105.27699185496868,102.64590593535783,0.02187407837817901,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,0.5,0.3,-0.8,0.12803061970777932,12.093261880097248,12.278146302664682,0.025232477884220103,-0.18488442256743376,-0.0018488442256743376,105.18542718531836,102.6002194334861,0.023062451053736294,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,0.5,0.3,-0.4,0.12803061970777932,12.093261880097248,12.209510939688077,0.027245227071820574,-0.1162490595908281,-0.001162490595908281,105.24868685091475,102.6246361519492,0.023062451053736294,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,0.5,0.3,0.0,0.12803061970777932,12.093261880097248,12.137966267401827,0.02914548247967475,-0.04470438730457893,-0.0004470438730457893,105.28463075741142,102.6410168028209,0.023062451053736294,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,0.5,0.6,-0.8,0.12803061970777932,12.093261880097248,12.4474603942469,0.024417421359100005,-0.3541985141496511,-0.003541985141496511,105.14496977995935,102.57820763593467,0.03364184763169791,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,0.5,0.6,-0.4,0.12803061970777932,12.093261880097248,12.342809424791477,0.02810541309937674,-0.24954754469422902,-0.00249547544694229,105.21625141122267,102.6048902657972,0.03364184763169791,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,0.5,0.6,0.0,0.12803061970777932,12.093261880097248,12.231164654826443,0.03183964304981454,-0.137902774729195,-0.0013790277472919498,105.27141017635836,102.62994529319928,0.03364184763169791,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,2.0,0.1,-0.8,0.1644081179520926,12.339448632814216,12.260956433686829,0.03426862861267298,0.07849219912738725,0.0007849219912738725,105.18936332153575,102.6154627265713,0.03611345918961252,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,2.0,0.1,-0.4,0.1644081179520926,12.339448632814216,12.253118947118148,0.03500317951833578,0.08632968569606803,0.0008632968569606803,105.27284432487083,102.64784957443007,0.03611345918961252,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,2.0,0.1,0.0,0.1644081179520926,12.339448632814216,12.233813167115189,0.035665201671521346,0.10563546569902726,0.0010563546569902727,105.32038092879944,102.66498275505796,0.03611345918961252,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,2.0,0.3,-0.8,0.1644081179520926,12.339448632814216,12.397591346112206,0.03171248812791609,-0.0581427132979897,-0.000581427132979897,105.1965478180194,102.60914277406421,0.036187857309279696,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,2.0,0.3,-0.4,0.1644081179520926,12.339448632814216,12.331569200342866,0.033601891905544135,0.007879432471350256,7.879432471350256e-05,105.2788117162736,102.64032604608286,0.036187857309279696,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,2.0,0.3,0.0,0.1644081179520926,12.339448632814216,12.254132188729509,0.0354338789638161,0.0853164440847074,0.000853164440847074,105.32689841738366,102.65962878198728,0.036187857309279696,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,2.0,0.6,-0.8,0.1644081179520926,12.339448632814216,12.56343156975073,0.02979046298517569,-0.2239829369365136,-0.002239829369365136,105.18461545345122,102.59530651811997,0.04025141472808663,call,50000,42
Heston,100,90.0,0.9,-0.10536051565782628,0.05,1.0,52,0.019230769230769232,0.1386750490563073,0.01,0.04,2.0,0.6,-0.4,0.1644081179520926,12.339448632814216,12.453291458777269,0.033159656186151534,-0.11384282596305262,-0.0011384282596305262,105.26598676129301,102.62864718506036,0.04025141472808663,call,50000,42
