model,S0,K,moneyness,log_moneyness,r,T,n,inv_n,inv_sqrt_n,alpha0,beta,nu,rho,sigma_eff,tw_price,mc_price,mc_std_error,residual,scaled_residual,terminal_mean,average_mean,alpha_terminal_mean,option_type,n_paths,seed
SABR,100,80.0,0.8,-0.2231435513142097,0.05,0.5,12,0.08333333333333333,0.2886751345948129,0.1,0.7,0.6,0.0,0.025118864315095798,20.838470011562116,20.83785666749723,0.004957822619674077,0.0006133440648845578,6.133440648845578e-06,102.53410901259045,101.36536952050568,0.10004977353447321,call,50000,42
SABR,100,80.0,0.8,-0.2231435513142097,0.05,0.5,12,0.08333333333333333,0.2886751345948129,0.1,1.0,0.1,-0.8,0.1,20.838470028949985,20.63518407481241,0.019319189602710066,0.20328595413757355,0.0020328595413757356,102.14469860777076,101.15756624671006,0.09999522521651119,call,50000,42
SABR,100,80.0,0.8,-0.2231435513142097,0.05,0.5,12,0.08333333333333333,0.2886751345948129,0.1,1.0,0.1,-0.4,0.1,20.838470028949985,20.738430866132887,0.019324653433624793,0.10003916281709735,0.0010003916281709736,102.35260574377257,101.26342674299657,0.09999522521651119,call,50000,42
SABR,100,80.0,0.8,-0.2231435513142097,0.05,0.5,12,0.08333333333333333,0.2886751345948129,0.1,1.0,0.1,0.0,0.1,20.838470028949985,20.841198030318814,0.019303861183651252,-0.00272800136882978,-2.72800136882978e-05,102.55546972311144,101.36879547032981,0.09999522521651119,call,50000,42
SABR,100,80.0,0.8,-0.2231435513142097,0.05,0.5,12,0.08333333333333333,0.2886751345948129,0.1,1.0,0.3,-0.8,0.1,20.838470028949985,20.207388136632122,0.01945241050162718,0.6310818923178623,0.006310818923178623,101.33090263767066,100.71892126376397,0.10000155227767007,call,50000,42
SABR,100,80.0,0.8,-0.2231435513142097,0.05,0.5,12,0.08333333333333333,0.2886751345948129,0.1,1.0,0.3,-0.4,0.1,20.838470028949985,20.521891355801408,0.019382572105997666,0.3165786731485767,0.003165786731485767,101.93842453181962,101.04140550886275,0.10000155227767007,call,50000,42
SABR,100,80.0,0.8,-0.2231435513142097,0.05,0.5,12,0.08333333333333333,0.2886751345948129,0.1,1.0,0.3,0.0,0.1,20.838470028949985,20.83907900045524,0.01940158947375636,-0.0006089715052546296,-6.089715052546296e-06,102.54957194367674,101.36662279696986,0.10000155227767007,call,50000,42
SABR,100,80.0,0.8,-0.2231435513142097,0.05,0.5,12,0.08333333333333333,0.2886751345948129,0.1,1.0,0.6,-0.8,0.1,20.838470028949985,19.578561886314898,0.0202451256526499,1.259908142635087,0.012599081426350871,100.14084179832285,100.0727092075638,0.10004977353447321,call,50000,42
SABR,100,80.0,0.8,-0.2231435513142097,0.05,0.5,12,0.08333333333333333,0.2886751345948129,0.1,1.0,0.6,-0.4,0.1,20.838470028949985,20.20032506767678,0.019795439441345153,0.6381449612732055,0.006381449612732055,101.32586023074454,100.71161103154917,0.10004977353447321,call,50000,42
SABR,100,80.0,0.8,-0.2231435513142097,0.05,0.5,12,0.08333333333333333,0.2886751345948129,0.1,1.0,0.6,0.0,0.1,20.838470028949985,20.836051037125305,0.019782714431737188,0.0024189918246797504,2.4189918246797502e-05,102.54160923042468,101.36351818038328,0.10004977353447321,call,50000,42
